National Database Number,Common Name,Genus,Species,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,Gear Collection Flag,Other Findings upon Level Y/N,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Sunk Flag,Carcass Frozen for Later Exam,Carcass Landfill Flag,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy
SE-2017-1197576,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Morgan,Baldwin,AL,Gulf of Mexico,,30.2537,actual,-87.7926,actual,N,CBD,N,N,N,N,,N,CBD,8/18/2017,2017,AUG,18,Beach or Land,Moderate Decomposition,8/18/2017,2017,AUG,18,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,224,cm,actual,,,,Y,Y,N,N,N,N,N,N,Y,limited,fresh,8/18/2017
SE-2017-1197575,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,,30.394388,estimate,-87.881118,estimate,N,CBD,N,N,N,N,,N,CBD,8/16/2017,2017,AUG,16,Beach or Land,Moderate Decomposition,8/16/2017,2017,AUG,16,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,260,cm,actual,,,,Y,N,N,N,N,N,N,Y,N,,,
SE-2018-1201483,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,animal was behind house at address 354 S mobile street,30.51894,actual,-87.91496,actual,,Y,C,C,Y,N,,N,CBD,3/3/2018,2018,MAR,3,Beach or Land,Moderate Decomposition,3/3/2018,2018,MAR,3,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,189,cm,actual,68,kg,actual,Y,,,Y,,,,,Y,complete,fresh,3/5/2018
SE-2018-1202311,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,"beached behind 10455 county road 1 between that property and property 10469 county road 1, movd further up beach and secured to tree by caller",30.37776,actual,-87.84051,actual,,CBD,C,C,C,N,,N,CBD,4/3/2018,2018,APR,3,Beach or Land,Moderate Decomposition,4/4/2018,2018,APR,4,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,197.5,cm,actual,67.6,kg,actual,Y,,,Y,,,,,Y,complete,frozen,4/24/2018
SE-2017-1195771,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulf Shores,Baldwin,AL,Gulf of Mexico,Carcass found on beach in front of 1956 W. Beach Blvd. City officials moved carcass off the beach with a backhoe before responders arrived. GPS coordinated estimated based off description from complainant.,30.238769,estimate,-87.748593,estimate,N,CBD,N,N,N,N,,N,N,5/16/2017,2017,MAY,16,Floating,Moderate Decomposition,5/16/2017,2017,MAY,16,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,SUBADULT,171,cm,actual,59,kg,actual,Y,N,N,Y,N,N,N,N,Y,limited,frozen,5/22/2017
SE-2017-1194219,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bon Secour,Baldwin,AL,Gulf of Mexico,Near 9829 Bay Rd N,30.367194,actual,-87.836963,actual,N,CBD,N,N,N,N,,N,Y,2/25/2017,2017,FEB,25,Beach or Land,Moderate Decomposition,2/25/2017,2017,FEB,25,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,YEARLING,163,cm,actual,,,,N,N,N,N,N,N,N,Y,Y,limited,fresh,2/25/2017
SE-2017-1195221,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,Near dock behind Walker Key Condos off E. Canal Rd.,30.28948,actual,-87.56188,actual,N,CBD,N,N,N,N,,N,CBD,4/11/2017,2017,APR,11,Beach or Land,Moderate Decomposition,4/12/2017,2017,APR,12,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,100,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,limited,fresh,4/12/2017
SE-2018-1201083,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,"3/4 miles north of Bailey Creek, address 16585 Scenic Highway 98 on the Eastern Shore of Mobile Bay.",30.46656,actual,-87.91894,actual,,Y,C,C,Y,N,,N,CBD,2/12/2018,2018,FEB,12,Beach or Land,Moderate Decomposition,2/13/2018,2018,FEB,13,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,248,cm,actual,,,notMeasured,Y,,,Y,,,,,Y,complete,fresh,2/14/2018
SE-2018-1205897,"Dolphin, bottlenose",Tursiops,truncatus,SE,Elberta,Baldwin,AL,Gulf of Mexico,7504 Spring Branch Rd Perdido Bay,30.333889,estimate,-87.514045,estimate,,CBD,C,C,C,N,,N,CBD,10/8/2018,2018,OCT,8,Beach or Land,Moderate Decomposition,10/8/2018,2018,OCT,8,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,245,cm,actual,172.8,kg,actual,Y,,,Y,,,,,Y,complete,fresh,10/8/2018
SE-2017-1199776,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,Floating near marker 90 in Wolf Bay,30.3026,actual,-87.611,actual,N,CBD,C,N,N,,"Fractured ribs #3,4. Orgin of fractures was CBD due to decomposition",N,Y,9/21/2017,2017,SEP,21,Floating,Moderate Decomposition,9/21/2017,2017,SEP,21,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,242,cm,actual,146,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,9/22/2017
SE-2018-1199909,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,Found floating between Gilchrist and Robinson Islands South of Orange Beach boat ramp at Boggy Point Marina,30.281617,actual,-87.5547,actual,,CBD,N,N,N,N,,N,CBD,1/11/2018,2018,JAN,11,Floating,Moderate Decomposition,1/11/2018,2018,JAN,11,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,225,cm,actual,146.5,kg,actual,Y,,,Y,,,,,Y,complete,frozen,2/17/2018
SE-2018-1207258,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Morgan,Baldwin,AL,Gulf of Mexico,bayside of fort morgan near the fort on the beach,30.229285,estimate,-88.025538,estimate,,CBD,C,C,C,N,,N,CBD,12/11/2018,2018,DEC,11,Beach or Land,Moderate Decomposition,12/11/2018,2018,DEC,11,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,210,cm,actual,92.5,kg,actual,Y,,,Y,,,,,Y,complete,frozen,2/7/2019
SE-2017-1198031,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,Floating in Bay la Launch near 5176 Bayou Dr.,30.3037,estimate,-87.5444,estimate,N,Y,Y,N,N,N,propeller wound on head,N,Y,9/16/2017,2017,SEP,16,Floating,Moderate Decomposition,9/16/2017,2017,SEP,16,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,YEARLING,137.2,cm,actual,29.8,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,frozen,12/15/2017
SE-2018-1202306,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulf Shores,Baldwin,AL,Gulf of Mexico,"Orginially reported behind 3089 W beach blvd, when reponders arrived to assess the carcass had floated to 3225 dolphin drive",30.231465,estimate,-87.792512,estimate,,CBD,C,C,C,N,,N,CBD,4/1/2018,2018,APR,1,Beach or Land,Moderate Decomposition,4/1/2018,2018,APR,1,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,168,cm,actual,57.2,kg,actual,Y,,,Y,,,,,Y,complete,fresh,4/2/2018
SE-2018-1206588,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,,30.28624,estimate,-87.528652,estimate,,CBD,N,N,C,N,,N,CBD,11/18/2018,2018,NOV,18,Beach or Land,Moderate Decomposition,11/18/2018,2018,NOV,18,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,125,cm,actual,18.1,kg,actual,Y,,,Y,,,,,Y,complete,fresh,11/19/2018
SE-2017-1199907,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,ALMMSN volunteers found the animal at 1205 and collected it. ALMMSN responders arrived at 1340 and transported the carcass to DISL. Measurements and photos were taken at 1515 before the carcass was refrigerated for later necropsy.,30.2893,actual,-87.6411,actual,,N,,,,,,N,N,9/26/2017,2017,SEP,26,Floating,Moderate Decomposition,9/26/2017,2017,SEP,26,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,108,cm,actual,11.34,kg,actual,Y,,,Y,,,,,Y,complete,fresh,9/27/2017
SE-2017-1194567,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulf Shores,Baldwin,AL,Gulf of Mexico,Behind 1805 W. Beach Blvd,30.240278,estimate,-87.742597,estimate,N,Y,N,N,Y,N,,N,N,3/25/2017,2017,MAR,25,Beach or Land,Moderate Decomposition,3/25/2017,2017,MAR,25,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,101,cm,actual,11.8,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,3/27/2017
SE-2017-1199911,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulf Shores,Baldwin,AL,Gulf of Mexico,Carcass was seen floating in IntraCoastal Waterway near LuLu's restruant in Gulf Shores.,30.279638,estimate,-87.685549,estimate,,CBD,,,,,,N,CBD,9/22/2017,2017,SEP,22,Floating,Moderate Decomposition,9/22/2017,2017,SEP,22,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,107,cm,actual,,,notMeasured,Y,,,Y,,,,,Y,complete,frozen,12/6/2017
SE-2017-1195219,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,On beach behind Grand Hotel. Hotel staff movd carcass and placed it in a Contractor bag. Coordinates were taken at the location where hotel staff said they found the carcass.,30.484472,estimate,-87.935867,estimate,N,Y,N,N,N,Y,Rope was tired around the head/neck to move carcass off the beach before responders arrive on scene. Fluke was missing and appareanced to have been cut off,N,CBD,3/30/2017,2017,MAR,30,Beach or Land,Moderate Decomposition,3/30/2017,2017,MAR,30,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,91,cm,estimate,9.1,kg,estimate,Y,N,N,Y,N,N,N,N,Y,limited,fresh,3/31/2017
SE-2017-1194564,"Dolphin, bottlenose",Tursiops,truncatus,SE,Josephine,Baldwin,AL,Gulf of Mexico,On shore across from Pirate's Cove Marina,30.32222,actual,-87.53269,actual,N,CBD,N,N,N,N,,N,CBD,3/19/2017,2017,MAR,19,Floating,Moderate Decomposition,3/23/2017,2017,MAR,23,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,YEARLING,165,cm,actual,25,kg,estimate,Y,Y,N,N,N,N,N,N,N,,,
SE-2017-1193759,"Dolphin, bottlenose",Tursiops,truncatus,SE,Foley,Baldwin,AL,Gulf of Mexico,On beach behind 10873 Weeks Bay Rd.,30.38476,actual,-87.83163,actual,N,Y,Y,N,N,N,,N,CBD,1/7/2017,2017,JAN,7,Beach or Land,Advanced Decomposition,1/9/2017,2017,JAN,9,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,SUBADULT,176,cm,estimate,20,kg,estimate,Y,Y,N,N,N,N,N,N,N,,,
SE-2018-1200765,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Morgan,Baldwin,AL,Gulf of Mexico,Carcass was at the southern end of Vacation Lane in Fort Morgan on the beach,30.23007,actual,-87.96389,actual,N,CBD,C,C,C,N,,N,CBD,2/22/2018,2018,FEB,22,Beach or Land,Advanced Decomposition,2/22/2018,2018,FEB,22,Advanced Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,PUP/CALF,97,cm,actual,,,notMeasured,Y,N,Y,N,N,N,N,N,N,,,
NE-2019-1212600,"Dolphin, bottlenose",Tursiops,truncatus,NE,South Bowers Beach,Kent,DE,,3 miles south of road,39.050035,estimate,-75.387884,estimate,,CBD,N,N,C,N,,N,Y,6/14/2019,2019,JUN,14,Beach or Land,Alive,6/17/2019,2019,JUN,17,Fresh Dead,,,,,Y,,,Y,,,,,,,,MALE,PUP/CALF,193.8,cm,actual,136.08,kg,estimate,Y,,,,,,,,Y,complete,fresh,6/17/2019
NE-2018-1203002,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dover,Kent,DE,,"DE Bay, Kitts Hummock",39.108684,estimate,-75.403301,estimate,,CBD,,,,,,N,CBD,4/15/2018,2018,APR,15,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,183,cm,estimate,226.8,kg,estimate,Y,Y,,,,,,,N,,,
NE-2019-1215431,"Dolphin, bottlenose",Tursiops,truncatus,NE,Smyrna,Kent,DE,,"Delaware Bay, Farland Cove, Woodland Beach",39.331503,estimate,-75.470312,estimate,,CBD,,,,N,,N,CBD,5/26/2019,2019,MAY,26,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,YEARLING,137.2,cm,estimate,,,notMeasured,Y,,,,,,,,N,,,
NE-2018-1204048,"Dolphin, bottlenose",Tursiops,truncatus,NE,Bowers Beach,Kent,DE,,Between south end of Bowers Beach and Breckinbridge Gut,38.043265,actual,-75.376182,actual,,CBD,,,,,,N,,6/11/2018,2018,JUN,11,,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,MALE,SUBADULT,198.2,cm,estimate,,,notMeasured,Y,,,,,,,,N,,,
NE-2019-1218938,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dover,Kent,DE,,Kitts Hummock,39.09777778,actual,-75.40083333,actual,,CBD,,,,,,N,N,9/10/2019,2019,SEP,10,Beach or Land,Advanced Decomposition,9/10/2019,2019,SEP,10,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,121.9,cm,estimate,22.7,kg,estimate,Y,,Y,,,,,,N,,,
NE-2018-1202737,"Dolphin, bottlenose",Tursiops,truncatus,NE,Smyrna,Kent,DE,,Delaware Bay; Woodland Beach,39.331082,estimate,-75.470345,estimate,,CBD,,,,,,N,CBD,2/26/2018,2018,FEB,26,Beach or Land,Advanced Decomposition,2/26/2018,2018,FEB,26,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,,237,cm,actual,700,lb,estimate,Y,Y,,,,,,,N,,,
NE-2018-1203691,"Dolphin, bottlenose",Tursiops,truncatus,NE,Kitts Hummock,Kent,DE,,DE Bay Kitts Hummock 2 miles north of northern most house,39.111838,estimate,-75.404598,estimate,,CBD,,,,,,,,5/24/2018,2018,MAY,24,Beach or Land,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,259.08,cm,estimate,,,notMeasured,Y,Y,,,,,,,N,,,
NE-2018-1203460,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milford,Kent,DE,,Delaware Bay,38.896064,estimate,-75.285273,estimate,,CBD,,,,,,N,CBD,5/20/2018,2018,MAY,20,Beach or Land,Advanced Decomposition,5/20/2018,2018,MAY,20,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,213.3,cm,actual,340.2,kg,estimate,Y,,Y,,,,,,N,,,
NE-2017-1195805,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milton,Sussex,DE,,Delaware Bay Prime Hook Beach,38.851727,estimate,-75.239568,estimate,N,N,N,N,N,N,,N,Y,4/22/2017,2017,APR,22,Beach or Land,Alive,4/23/2017,2017,APR,23,Fresh Dead,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,FEMALE,SUBADULT,234.7,cm,actual,600,lb,estimate,Y,N,N,N,N,N,N,N,Y,complete,fresh,4/23/2017
NE-2018-1203458,"Dolphin, bottlenose",Tursiops,truncatus,NE,Bethany Beach,Sussex,DE,Atlantic Ocean,Between Ayres and Bennett Road.,38.546884,estimate,-75.055096,estimate,,CBD,,,,,,N,CBD,6/20/2018,2018,JUN,20,Beach or Land,Fresh Dead,6/20/2018,2018,JUN,20,Fresh Dead,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,95.5,cm,actual,11.33,kg,estimate,Y,,,,,,Y,,Y,complete,fresh,6/21/2018
NE-2018-1203471,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dewey Beach,Sussex,DE,Atlantic Ocean,"Faithful Steward Crossing, Delaware Seashore State Park, Dewey Beach, DE",38.621944,estimate,-75.064167,estimate,,CBD,,,,,,N,CBD,5/21/2018,2018,MAY,21,Beach or Land,Moderate Decomposition,5/21/2018,2018,MAY,21,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,292,cm,actual,362.88,kg,estimate,Y,,Y,,,,,,N,,,
NE-2017-1197424,"Dolphin, bottlenose",Tursiops,truncatus,NE,South Bethany,Sussex,DE,Atlantic Ocean,York Beach,38.499341,actual,-75.051969,actual,N,CBD,N,N,N,N,,N,CBD,8/20/2017,2017,AUG,20,Beach or Land,Moderate Decomposition,8/20/2017,2017,AUG,20,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,259.08,cm,actual,340.19,kg,estimate,Y,N,Y,N,N,N,N,N,N,,,
NE-2017-1198315,"Dolphin, bottlenose",Tursiops,truncatus,NE,Rehobeth,Sussex,DE,Atlantic Ocean,@50 north of Gordons pond vehicle crossing,38.746122,actual,-75.080888,actual,,CBD,,,,,,N,CBD,10/13/2017,2017,OCT,13,Beach or Land,Moderate Decomposition,10/13/2017,2017,OCT,13,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,213.4,cm,actual,200,lb,estimate,Y,,Y,,,,,,N,,,
NE-2018-1204677,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dewey Beach,Sussex,DE,Atlantic Ocean,50 yards south of Indian River life-saving station; Delaware Seashore State Park,38.618934,estimate,-75.064736,estimate,,Y,N,N,Y,N,,N,Y,8/26/2018,2018,AUG,26,Beach or Land,Moderate Decomposition,8/26/2018,2018,AUG,26,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,13.2,cm,actual,,kg,notMeasured,Y,,,,,,,,Y,complete,fresh,8/27/2018
NE-2019-1212713,"Dolphin, bottlenose",Tursiops,truncatus,NE,South Bethany,Sussex,DE,Atlantic Ocean,York Beach Crossing- dolphin located 200 yards south of York Beach vehicle ramp at beach drop-off to surf.,38.507881,estimate,-75.052609,estimate,,CBD,,,,,,N,,5/12/2019,2019,MAY,12,Beach or Land,Moderate Decomposition,5/12/2019,2019,MAY,12,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,44,in,actual,25,lb,estimate,Y,,Y,,,,,,N,,,
NE-2019-1212711,"Dolphin, bottlenose",Tursiops,truncatus,NE,Lewes,Sussex,DE,Atlantic Ocean,,38.8,estimate,-75.09,estimate,,CBD,C,C,C,,,Y,CBD,5/27/2019,2019,MAY,27,Beach or Land,Moderate Decomposition,5/27/2019,2019,MAY,27,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,127,cm,actual,22.68,kg,estimate,Y,,Y,,,,,,N,,,
NE-2019-1212712,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milton,Sussex,DE,,A few feet right of road Fowler Beach Plover area,38.880815,estimate,-75.268066,estimate,,CBD,,,C,N,,N,CBD,4/26/2019,2019,APR,26,Beach or Land,Moderate Decomposition,4/26/2019,2019,APR,26,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,92,in,actual,249.48,lb,estimate,Y,Y,Y,,,,,,N,,,
NE-2019-1216074,"Dolphin, bottlenose",Tursiops,truncatus,NE,N/A,Sussex,DE,,"Below of Brown Shoal, Delaware Bay",38.913703,estimate,-75.091982,estimate,,CBD,,,,,,N,Y,8/19/2019,2019,AUG,19,Floating,Moderate Decomposition,8/19/2019,2019,AUG,19,,,,,,,,,,,,,,,,,MALE,SUBADULT,244,cm,estimate,176,kg,estimate,Y,,,,,,,,N,,,
NE-2019-1212704,"Dolphin, bottlenose",Tursiops,truncatus,NE,Rehoboth,Sussex,DE,Atlantic Ocean,North end of Gordon's Pond parking area,38.7414,actual,-75.0802,actual,,CBD,,,,,,N,N,4/29/2019,2019,APR,29,Beach or Land,Moderate Decomposition,4/29/2019,2019,APR,29,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,106.7,cm,actual,18.1,kg,estimate,Y,,Y,,,,,,N,,,
NE-2019-1222158,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milford,Sussex,DE,Atlantic Ocean,South Slaughter Beach,38.901766,estimate,-75.291535,estimate,,Y,,,Y,,,N,N,4/25/2019,2019,APR,25,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,FEMALE,,213.4,cm,actual,450,lb,estimate,Y,Y,,,,,,,N,,,
NE-2018-1203127,"Dolphin, bottlenose",Tursiops,truncatus,NE,Slaughter Beach,Sussex,DE,,DE Bay 203 S. Bay Ave,38.827527,estimate,-75.210106,estimate,,N,,,,,,,,5/19/2018,2018,MAY,19,Beach or Land,Moderate Decomposition,5/20/2018,2018,MAY,20,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,243.84,cm,actual,192.78,kg,estimate,Y,Y,,,,,,,N,,,
NE-2019-1216070,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milford,Sussex,DE,,"Delaware Bay 401 Bay Ave., Slaughter Beach",38.916435,estimate,-75.306392,,,CBD,,,,,,N,CBD,5/13/2019,2019,MAY,13,Beach or Land,Moderate Decomposition,5/13/2019,2019,MAY,13,,,,,,,,,,,,,,,,,FEMALE,ADULT,104,cm,actual,340.2,kg,estimate,Y,,Y,,,,,,N,,,
NE-2018-1203124,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milford,Sussex,DE,,"DE Bay, Slaughter Beach, South of Evans St.",38.931431,estimate,-75.315936,estimate,,CBD,,,,,,N,CBD,5/17/2018,2018,MAY,17,Beach or Land,Moderate Decomposition,5/17/2018,2018,MAY,17,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,114.3,cm,actual,13.61,kg,estimate,Y,Y,,,,,,,N,,,
NE-2018-1203690,"Dolphin, bottlenose",Tursiops,truncatus,NE,Rehoboth,Sussex,DE,Atlantic Ocean,"North Shores, Rehoboth",38.735417,estimate,-75.078694,estimate,,CBD,,,,,,,,5/24/2018,2018,MAY,24,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,248.8,cm,estimate,,,notMeasured,N,,,,,,,,N,,,
NE-2018-1203126,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dewey Beach,Sussex,DE,Atlantic Ocean,"Indian River Inlet, North Side Beach",38.609149,estimate,-75.062279,estimate,,N,,,,,,N,N,5/19/2018,2018,MAY,19,Beach or Land,Moderate Decomposition,5/19/2018,2018,MAY,19,Moderate Decomposition,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,114.3,cm,actual,15.88,kg,estimate,Y,,Y,,,,,,N,,,
NE-2019-1216094,"Dolphin, bottlenose",Tursiops,truncatus,NE,Lewes,Sussex,DE,Atlantic Ocean,Cape Henlopen State Park near Navy Crossing,38.773558,estimate,-75.083951,estimate,,CBD,,,,,,,N,6/9/2019,2019,JUN,9,Beach or Land,Moderate Decomposition,6/9/2019,2019,JUN,9,Moderate Decomposition,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,137.2,cm,actual,34,kg,estimate,Y,,Y,,,,,,N,,,
NE-2018-1204047,"Dolphin, bottlenose",Tursiops,truncatus,NE,Ocean View,Sussex,DE,,In the marsh in front of Bethany Bay.,38.569705,estimate,-75.097659,estimate,,CBD,,,,,,N,,6/2/2018,2018,JUN,2,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,228.6,cm,estimate,,,notMeasured,Y,Y,,,,,,,N,,,
NE-2019-1212710,"Dolphin, bottlenose",Tursiops,truncatus,NE,Lewes,Sussex,DE,,"Delaware Bay, Breakwater near Pilot Assn.",38.782238,estimate,-75.122434,estimate,,CBD,,,,,,,,6/10/2019,2019,JUN,10,Beach or Land,Moderate Decomposition,6/10/2019,2019,JUN,10,Moderate Decomposition,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,47,in,actual,35,lb,estimate,Y,,Y,,,,,,N,,,
NE-2018-1203004,"Dolphin, bottlenose",Tursiops,truncatus,NE,Milford,Sussex,DE,,"DE Bay, Fowler Beach in plover area",38.88359,estimate,-75.273098,estimate,,CBD,,,,,,N,CBD,4/23/2018,2018,APR,23,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,213.3,cm,estimate,272.16,kg,estimate,Y,,,,,,,,N,,,
NE-2018-1203686,"Dolphin, bottlenose",Tursiops,truncatus,NE,Lewes,Sussex,DE,Atlantic Ocean,Cape Henlopen 100 yds. inside closed area,38.794444,estimate,-75.09333,estimate,,CBD,,,,,,N,CBD,5/22/2018,2018,MAY,22,Beach or Land,Advanced Decomposition,5/22/2018,2018,MAY,22,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,287,cm,actual,362.9,kg,estimate,Y,,Y,,,,,,N,,,
NE-2019-1216071,"Dolphin, bottlenose",Tursiops,truncatus,NE,Fenwick Island,Sussex,DE,Atlantic Ocean,"Ocean Beach, Fenwick Island State Park",38.472222,actual,-75.051944,actual,,Y,,,C,Y,Body cavity sliced open,N,CBD,6/8/2019,2019,JUN,8,Floating,Advanced Decomposition,6/8/2019,2019,JUN,8,,,,,,,,,,,,,,,,,MALE,ADULT,294.6,cm,actual,362.9,kg,estimate,Y,,Y,,,,,,N,,,
NE-2017-1199048,"Dolphin, bottlenose",Tursiops,truncatus,NE,Dewey Beach,Sussex,DE,Atlantic Ocean,Delaware Seashore State Park; Key Box Road,38.664879,estimate,-75.069745,estimate,,CBD,,,,,,,CBD,11/5/2017,2017,NOV,5,Beach or Land,Advanced Decomposition,11/5/2017,2017,NOV,5,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,176.5,cm,actual,200,lb,estimate,Y,,Y,,,,,,N,,,
